cnty_fips,County,State,Value,theme_range
51043,Clarke,VA,129.5,56.2 - 146.9 (641)
51045,Craig,VA,161.1,147 - 169.4 (640)
51047,Culpeper,VA,139.2,56.2 - 146.9 (641)
51049,Cumberland,VA,174.1,169.5 - 190.3 (639)
51051,Dickenson,VA,239.2,220.9 - 568.7 (640)
51053,Dinwiddie,VA,202.9,190.4 - 220.8 (640)
51057,Essex,VA,161.4,147 - 169.4 (640)
51059,Fairfax,VA,98.9,56.2 - 146.9 (641)
51061,Fauquier,VA,133.6,56.2 - 146.9 (641)
51063,Floyd,VA,163.2,147 - 169.4 (640)
51065,Fluvanna,VA,136.8,56.2 - 146.9 (641)
51067,Franklin,VA,170,169.5 - 190.3 (639)
51069,Frederick,VA,134,56.2 - 146.9 (641)
51071,Giles,VA,218.8,190.4 - 220.8 (640)
51073,Gloucester,VA,140.1,56.2 - 146.9 (641)
51075,Goochland,VA,152.5,147 - 169.4 (640)
51077,Grayson,VA,171.8,169.5 - 190.3 (639)
51079,Greene,VA,126.3,56.2 - 146.9 (641)
51081,Greensville,VA,372.9,220.9 - 568.7 (640)
51083,Halifax,VA,194.7,190.4 - 220.8 (640)
51085,Hanover,VA,164.8,147 - 169.4 (640)
51087,Henrico,VA,151.9,147 - 169.4 (640)
51089,Henry,VA,194.5,190.4 - 220.8 (640)
51091,Highland,VA,131.4,56.2 - 146.9 (641)
51093,Isle of Wight,VA,172.6,169.5 - 190.3 (639)
51095,James City,VA,133.7,56.2 - 146.9 (641)
51097,King and Queen,VA,154.7,147 - 169.4 (640)
51099,King George,VA,121.9,56.2 - 146.9 (641)
51101,King William,VA,170.4,169.5 - 190.3 (639)
51103,Lancaster,VA,161.5,147 - 169.4 (640)
51105,Lee,VA,227.2,220.9 - 568.7 (640)
51107,Loudoun,VA,110.1,56.2 - 146.9 (641)
51109,Louisa,VA,156.4,147 - 169.4 (640)
51111,Lunenburg,VA,205.5,190.4 - 220.8 (640)
51113,Madison,VA,147.4,147 - 169.4 (640)
51115,Mathews,VA,153,147 - 169.4 (640)
51117,Mecklenburg,VA,202.5,190.4 - 220.8 (640)
51119,Middlesex,VA,154.6,147 - 169.4 (640)
51121,Montgomery,VA,158.5,147 - 169.4 (640)
51125,Nelson,VA,165,147 - 169.4 (640)
51127,New Kent,VA,163.5,147 - 169.4 (640)
51131,Northampton,VA,202.1,190.4 - 220.8 (640)
51133,Northumberland,VA,164.4,147 - 169.4 (640)
51135,Nottoway,VA,198,190.4 - 220.8 (640)
51137,Orange,VA,137.2,56.2 - 146.9 (641)
51139,Page,VA,186.5,169.5 - 190.3 (639)
51141,Patrick,VA,237.2,220.9 - 568.7 (640)
51143,Pittsylvania,VA,178.3,169.5 - 190.3 (639)
51145,Powhatan,VA,150.1,147 - 169.4 (640)
51147,Prince Edward,VA,200.3,190.4 - 220.8 (640)
51149,Prince George,VA,146.2,56.2 - 146.9 (641)
51153,Prince William,VA,123.8,56.2 - 146.9 (641)
51155,Pulaski,VA,211.8,190.4 - 220.8 (640)
51157,Rappahannock,VA,144,56.2 - 146.9 (641)
51159,Richmond,VA,164.3,147 - 169.4 (640)
51161,Roanoke,VA,152.7,147 - 169.4 (640)
51163,Rockbridge,VA,143.6,56.2 - 146.9 (641)
51165,Rockingham,VA,128.5,56.2 - 146.9 (641)
51167,Russell,VA,220.2,190.4 - 220.8 (640)
51169,Scott,VA,216,190.4 - 220.8 (640)
51171,Shenandoah,VA,155.6,147 - 169.4 (640)
51173,Smyth,VA,213.2,190.4 - 220.8 (640)
51175,Southampton,VA,142.1,56.2 - 146.9 (641)
51177,Spotsylvania,VA,137.5,56.2 - 146.9 (641)
51179,Stafford,VA,137.8,56.2 - 146.9 (641)
51181,Surry,VA,170.8,169.5 - 190.3 (639)
51183,Sussex,VA,221,220.9 - 568.7 (640)
51185,Tazewell,VA,225.9,220.9 - 568.7 (640)
51187,Warren,VA,163.5,147 - 169.4 (640)
51191,Washington,VA,187.4,169.5 - 190.3 (639)
51193,Westmoreland,VA,162.4,147 - 169.4 (640)
51195,Wise,VA,242.6,220.9 - 568.7 (640)
51197,Wythe,VA,225.1,220.9 - 568.7 (640)
51199,York,VA,132,56.2 - 146.9 (641)
51510,Alexandria,VA,130.5,56.2 - 146.9 (641)
51515,Bedford City,VA,153.3,147 - 169.4 (640)
51520,Bristol,VA,237.3,220.9 - 568.7 (640)
51530,Buena Vista,VA,143.3,56.2 - 146.9 (641)
51540,Charlottesville,VA,151.6,147 - 169.4 (640)
51550,Chesapeake,VA,173.4,169.5 - 190.3 (639)
51570,Colonial Heights,VA,177.6,169.5 - 190.3 (639)
51580,Covington,VA,257.1,220.9 - 568.7 (640)
51590,Danville,VA,237.9,220.9 - 568.7 (640)
51595,Emporia,VA,270.7,220.9 - 568.7 (640)
51600,Fairfax City,VA,100,56.2 - 146.9 (641)
51610,Falls Church,VA,102.7,56.2 - 146.9 (641)
51620,Franklin City,VA,170.8,169.5 - 190.3 (639)
51630,Fredericksburg,VA,141.7,56.2 - 146.9 (641)
51640,Galax,VA,190.8,190.4 - 220.8 (640)
51650,Hampton,VA,174.6,169.5 - 190.3 (639)
51660,Harrisonburg,VA,133,56.2 - 146.9 (641)
51670,Hopewell,VA,256.6,220.9 - 568.7 (640)
51678,Lexington,VA,162.9,147 - 169.4 (640)
51680,Lynchburg,VA,183.6,169.5 - 190.3 (639)
51683,Manassas,VA,142.1,56.2 - 146.9 (641)
51685,Manassas Park,VA,105,56.2 - 146.9 (641)
51690,Martinsville,VA,269.4,220.9 - 568.7 (640)
51700,Newport News,VA,165.1,147 - 169.4 (640)
51710,Norfolk,VA,200.5,190.4 - 220.8 (640)
51720,Norton,VA,240.1,220.9 - 568.7 (640)
51730,Petersburg,VA,280.2,220.9 - 568.7 (640)
51735,Poquoson,VA,136,56.2 - 146.9 (641)
51740,Portsmouth,VA,196.1,190.4 - 220.8 (640)
51750,Radford,VA,215.2,190.4 - 220.8 (640)
51760,Richmond City,VA,196,190.4 - 220.8 (640)
51770,Roanoke City,VA,209.6,190.4 - 220.8 (640)
51775,Salem,VA,192.5,190.4 - 220.8 (640)
51790,Staunton,VA,190.2,169.5 - 190.3 (639)
51800,Suffolk,VA,188.8,169.5 - 190.3 (639)
51810,Virginia Beach,VA,139.1,56.2 - 146.9 (641)
51820,Waynesboro,VA,177.6,169.5 - 190.3 (639)
51830,Williamsburg,VA,130.1,56.2 - 146.9 (641)
51840,Winchester,VA,155.5,147 - 169.4 (640)
53001,Adams,WA,161.6,147 - 169.4 (640)
53003,Asotin,WA,160.6,147 - 169.4 (640)
53005,Benton,WA,145.2,56.2 - 146.9 (641)
53007,Chelan,WA,129.1,56.2 - 146.9 (641)
53009,Clallam,WA,141.2,56.2 - 146.9 (641)
53011,Clark,WA,139.6,56.2 - 146.9 (641)
53013,Columbia,WA,136.8,56.2 - 146.9 (641)
53015,Cowlitz,WA,155.9,147 - 169.4 (640)
53017,Douglas,WA,142.7,56.2 - 146.9 (641)
53019,Ferry,WA,156.5,147 - 169.4 (640)
53021,Franklin,WA,127.3,56.2 - 146.9 (641)
53023,Garfield,WA,157.4,147 - 169.4 (640)
53025,Grant,WA,159.5,147 - 169.4 (640)
53027,Grays Harbor,WA,175,169.5 - 190.3 (639)
53029,Island,WA,134.2,56.2 - 146.9 (641)
53031,Jefferson,WA,124.8,56.2 - 146.9 (641)
53033,King,WA,120.1,56.2 - 146.9 (641)
53035,Kitsap,WA,135.5,56.2 - 146.9 (641)
53037,Kittitas,WA,145.8,56.2 - 146.9 (641)
53039,Klickitat,WA,146.4,56.2 - 146.9 (641)
53041,Lewis,WA,175.8,169.5 - 190.3 (639)
53043,Lincoln,WA,145.7,56.2 - 146.9 (641)
53045,Mason,WA,148.1,147 - 169.4 (640)
53047,Okanogan,WA,141.6,56.2 - 146.9 (641)
53049,Pacific,WA,210.4,190.4 - 220.8 (640)
53051,Pend Oreille,WA,139.2,56.2 - 146.9 (641)
53053,Pierce,WA,155.9,147 - 169.4 (640)
53055,San Juan,WA,124.6,56.2 - 146.9 (641)
53057,Skagit,WA,132.4,56.2 - 146.9 (641)
53059,Skamania,WA,132.6,56.2 - 146.9 (641)
53061,Snohomish,WA,133.8,56.2 - 146.9 (641)
53063,Spokane,WA,137.5,56.2 - 146.9 (641)
53065,Stevens,WA,145.8,56.2 - 146.9 (641)
53067,Thurston,WA,143.4,56.2 - 146.9 (641)
53069,Wahkiakum,WA,167.8,147 - 169.4 (640)
53071,Walla Walla,WA,137.1,56.2 - 146.9 (641)
53073,Whatcom,WA,134.1,56.2 - 146.9 (641)
53075,Whitman,WA,154.7,147 - 169.4 (640)
53077,Yakima,WA,173.3,169.5 - 190.3 (639)
54001,Barbour,WV,202.1,190.4 - 220.8 (640)
54003,Berkeley,WV,194.5,190.4 - 220.8 (640)
54005,Boone,WV,221,220.9 - 568.7 (640)
54007,Braxton,WV,181.9,169.5 - 190.3 (639)
54009,Brooke,WV,208.6,190.4 - 220.8 (640)
54011,Cabell,WV,173.3,169.5 - 190.3 (639)
54013,Calhoun,WV,172.8,169.5 - 190.3 (639)
54015,Clay,WV,173.7,169.5 - 190.3 (639)
54017,Doddridge,WV,212.9,190.4 - 220.8 (640)
54019,Fayette,WV,191.9,190.4 - 220.8 (640)
54021,Gilmer,WV,175.3,169.5 - 190.3 (639)
54023,Grant,WV,196.1,190.4 - 220.8 (640)
54025,Greenbrier,WV,180.6,169.5 - 190.3 (639)
54027,Hampshire,WV,186.7,169.5 - 190.3 (639)
54029,Hancock,WV,215.6,190.4 - 220.8 (640)
54031,Hardy,WV,152.8,147 - 169.4 (640)
54033,Harrison,WV,187.9,169.5 - 190.3 (639)
54035,Jackson,WV,187.6,169.5 - 190.3 (639)
54037,Jefferson,WV,176.7,169.5 - 190.3 (639)
54039,Kanawha,WV,168.7,147 - 169.4 (640)
54041,Lewis,WV,228.3,220.9 - 568.7 (640)
54043,Lincoln,WV,180.1,169.5 - 190.3 (639)
54045,Logan,WV,225.5,220.9 - 568.7 (640)
54047,McDowell,WV,249.2,220.9 - 568.7 (640)
54049,Marion,WV,209.3,190.4 - 220.8 (640)
54051,Marshall,WV,189.5,169.5 - 190.3 (639)
54053,Mason,WV,204.2,190.4 - 220.8 (640)
54055,Mercer,WV,214.6,190.4 - 220.8 (640)
54057,Mineral,WV,198.2,190.4 - 220.8 (640)
54059,Mingo,WV,269.9,220.9 - 568.7 (640)
54061,Monongalia,WV,178.4,169.5 - 190.3 (639)
54063,Monroe,WV,176.4,169.5 - 190.3 (639)
54065,Morgan,WV,184.8,169.5 - 190.3 (639)
54067,Nicholas,WV,179.2,169.5 - 190.3 (639)
54069,Ohio,WV,177.4,169.5 - 190.3 (639)
54071,Pendleton,WV,139.7,56.2 - 146.9 (641)
54073,Pleasants,WV,191.5,190.4 - 220.8 (640)
54075,Pocahontas,WV,164.3,147 - 169.4 (640)
54077,Preston,WV,201.7,190.4 - 220.8 (640)
54079,Putnam,WV,161.2,147 - 169.4 (640)
54081,Raleigh,WV,200.8,190.4 - 220.8 (640)
54083,Randolph,WV,207,190.4 - 220.8 (640)
54085,Ritchie,WV,200.4,190.4 - 220.8 (640)
54087,Roane,WV,170.4,169.5 - 190.3 (639)
54089,Summers,WV,204.5,190.4 - 220.8 (640)
54091,Taylor,WV,184.6,169.5 - 190.3 (639)
54093,Tucker,WV,211.2,190.4 - 220.8 (640)
54095,Tyler,WV,189.8,169.5 - 190.3 (639)
54097,Upshur,WV,184.8,169.5 - 190.3 (639)
54099,Wayne,WV,175.7,169.5 - 190.3 (639)
54101,Webster,WV,202.8,190.4 - 220.8 (640)
54103,Wetzel,WV,219.8,190.4 - 220.8 (640)
54105,Wirt,WV,202.4,190.4 - 220.8 (640)
54107,Wood,WV,211.7,190.4 - 220.8 (640)
54109,Wyoming,WV,243.3,220.9 - 568.7 (640)
55001,Adams,WI,177.6,169.5 - 190.3 (639)
55003,Ashland,WI,187,169.5 - 190.3 (639)
55005,Barron,WI,151.6,147 - 169.4 (640)
55007,Bayfield,WI,165.8,147 - 169.4 (640)
55009,Brown,WI,165.4,147 - 169.4 (640)
55011,Buffalo,WI,158.7,147 - 169.4 (640)
55013,Burnett,WI,143.4,56.2 - 146.9 (641)
55015,Calumet,WI,175,169.5 - 190.3 (639)
55017,Chippewa,WI,165.6,147 - 169.4 (640)
55019,Clark,WI,162,147 - 169.4 (640)
55021,Columbia,WI,159.3,147 - 169.4 (640)
55023,Crawford,WI,154.2,147 - 169.4 (640)
55025,Dane,WI,129.2,56.2 - 146.9 (641)
55027,Dodge,WI,164.1,147 - 169.4 (640)
55029,Door,WI,162.9,147 - 169.4 (640)
55031,Douglas,WI,138.5,56.2 - 146.9 (641)
55033,Dunn,WI,143,56.2 - 146.9 (641)
55035,Eau Claire,WI,159.6,147 - 169.4 (640)
55037,Florence,WI,189.3,169.5 - 190.3 (639)
55039,Fond du Lac,WI,163.7,147 - 169.4 (640)
55041,Forest,WI,182.8,169.5 - 190.3 (639)
55043,Grant,WI,154.2,147 - 169.4 (640)
55045,Green,WI,132.3,56.2 - 146.9 (641)
55047,Green Lake,WI,168.5,147 - 169.4 (640)
55049,Iowa,WI,139.3,56.2 - 146.9 (641)
55051,Iron,WI,190.8,190.4 - 220.8 (640)
55053,Jackson,WI,191,190.4 - 220.8 (640)
55055,Jefferson,WI,149.1,147 - 169.4 (640)
55057,Juneau,WI,175.2,169.5 - 190.3 (639)
55059,Kenosha,WI,185,169.5 - 190.3 (639)
55061,Kewaunee,WI,157.8,147 - 169.4 (640)
55063,La Crosse,WI,137.1,56.2 - 146.9 (641)
55065,Lafayette,WI,146.7,56.2 - 146.9 (641)
55067,Langlade,WI,147.6,147 - 169.4 (640)
55069,Lincoln,WI,162.5,147 - 169.4 (640)
55071,Manitowoc,WI,162.7,147 - 169.4 (640)
55073,Marathon,WI,123.4,56.2 - 146.9 (641)
55075,Marinette,WI,192.8,190.4 - 220.8 (640)
55077,Marquette,WI,169.5,169.5 - 190.3 (639)
55078,Menominee,WI,171.6,169.5 - 190.3 (639)
55079,Milwaukee,WI,183.8,169.5 - 190.3 (639)
55081,Monroe,WI,176.2,169.5 - 190.3 (639)
55083,Oconto,WI,178,169.5 - 190.3 (639)
55085,Oneida,WI,173.6,169.5 - 190.3 (639)
55087,Outagamie,WI,149.4,147 - 169.4 (640)
55089,Ozaukee,WI,160.7,147 - 169.4 (640)
55091,Pepin,WI,155.6,147 - 169.4 (640)
55093,Pierce,WI,152.2,147 - 169.4 (640)
55095,Polk,WI,146.7,56.2 - 146.9 (641)
55097,Portage,WI,136.9,56.2 - 146.9 (641)
55099,Price,WI,178.6,169.5 - 190.3 (639)
55101,Racine,WI,153.5,147 - 169.4 (640)
55103,Richland,WI,152.3,147 - 169.4 (640)
55105,Rock,WI,154.2,147 - 169.4 (640)
55107,Rusk,WI,172.5,169.5 - 190.3 (639)
55109,St. Croix,WI,122.3,56.2 - 146.9 (641)
55111,Sauk,WI,159,147 - 169.4 (640)
55113,Sawyer,WI,192.3,190.4 - 220.8 (640)
55115,Shawano,WI,151.2,147 - 169.4 (640)
55117,Sheboygan,WI,161.4,147 - 169.4 (640)
55119,Taylor,WI,126.2,56.2 - 146.9 (641)
55121,Trempealeau,WI,159.2,147 - 169.4 (640)
55123,Vernon,WI,159.4,147 - 169.4 (640)
55125,Vilas,WI,182.4,169.5 - 190.3 (639)
55127,Walworth,WI,162.6,147 - 169.4 (640)
55129,Washburn,WI,169.7,169.5 - 190.3 (639)
55131,Washington,WI,144.1,56.2 - 146.9 (641)
55133,Waukesha,WI,126.9,56.2 - 146.9 (641)
55135,Waupaca,WI,172,169.5 - 190.3 (639)
55137,Waushara,WI,214.4,190.4 - 220.8 (640)
55139,Winnebago,WI,125.5,56.2 - 146.9 (641)
55141,Wood,WI,130.2,56.2 - 146.9 (641)
56001,Albany,WY,132,56.2 - 146.9 (641)
56003,Big Horn,WY,165.7,147 - 169.4 (640)
56005,Campbell,WY,174.4,169.5 - 190.3 (639)
56007,Carbon,WY,155.4,147 - 169.4 (640)
56009,Converse,WY,159.9,147 - 169.4 (640)
56011,Crook,WY,162.7,147 - 169.4 (640)
56013,Fremont,WY,165.5,147 - 169.4 (640)
56015,Goshen,WY,162.8,147 - 169.4 (640)
56017,Hot Springs,WY,160.7,147 - 169.4 (640)
56019,Johnson,WY,173.4,169.5 - 190.3 (639)
56021,Laramie,WY,162.6,147 - 169.4 (640)
56023,Lincoln,WY,126.2,56.2 - 146.9 (641)
56025,Natrona,WY,166.8,147 - 169.4 (640)
56027,Niobrara,WY,162.2,147 - 169.4 (640)
56029,Park,WY,135.3,56.2 - 146.9 (641)
56031,Platte,WY,154.6,147 - 169.4 (640)
56033,Sheridan,WY,184.2,169.5 - 190.3 (639)
56035,Sublette,WY,126.9,56.2 - 146.9 (641)
56037,Sweetwater,WY,171.6,169.5 - 190.3 (639)
56039,Teton,WY,97.1,56.2 - 146.9 (641)
56041,Uinta,WY,175.8,169.5 - 190.3 (639)
56043,Washakie,WY,162,147 - 169.4 (640)
56045,Weston,WY,156.5,147 - 169.4 (640)
60000,American Samoa,AS,-1,
66010,Guam,GU,-1,
69000,Mariana Islands,MP,197.9,190.4 - 220.8 (640)
72001,Adjuntas,PR,127.3,56.2 - 146.9 (641)
72003,Aguada,PR,97.1,56.2 - 146.9 (641)
72005,Aguadilla,PR,-1,
72007,Aguas Buenas,PR,107.3,56.2 - 146.9 (641)
72009,Aibonito,PR,112.3,56.2 - 146.9 (641)
72011,Anasco,PR,121.8,56.2 - 146.9 (641)
72013,Arecibo,PR,107.6,56.2 - 146.9 (641)
72015,Arroyo,PR,137.7,56.2 - 146.9 (641)
72017,Barceloneta,PR,111.5,56.2 - 146.9 (641)
72019,Barranquitas,PR,92.2,56.2 - 146.9 (641)
72021,Bayamon,PR,-1,
72023,Cabo Rojo,PR,99.2,56.2 - 146.9 (641)
72025,Caguas,PR,-1,
72027,Camuy,PR,91.5,56.2 - 146.9 (641)
72029,Canovanas,PR,-1,
72031,Carolina,PR,-1,
72033,Catano,PR,111.6,56.2 - 146.9 (641)
72035,Cayey,PR,108.7,56.2 - 146.9 (641)
72037,Ceiba,PR,105.9,56.2 - 146.9 (641)
72039,Ciales,PR,-1,
72041,Cidra,PR,-1,
72043,Coamo,PR,141.2,56.2 - 146.9 (641)
72045,Comerio,PR,105.9,56.2 - 146.9 (641)
72047,Corozal,PR,94,56.2 - 146.9 (641)
72049,Culebra,PR,112.9,56.2 - 146.9 (641)
72051,Dorado,PR,92.4,56.2 - 146.9 (641)
72053,Fajardo,PR,109.9,56.2 - 146.9 (641)
72054,Florida,PR,110.5,56.2 - 146.9 (641)
72055,Guanica,PR,135,56.2 - 146.9 (641)
72057,Guayama,PR,128,56.2 - 146.9 (641)
72059,Guayanilla,PR,126.6,56.2 - 146.9 (641)
72061,Guaynabo,PR,109.3,56.2 - 146.9 (641)
72063,Gurabo,PR,-1,
72065,Hatillo,PR,84.6,56.2 - 146.9 (641)
72067,Hormigueros,PR,99.6,56.2 - 146.9 (641)
72069,Humacao,PR,103.5,56.2 - 146.9 (641)
72071,Isabela,PR,96.5,56.2 - 146.9 (641)
72073,Jayuya,PR,138.1,56.2 - 146.9 (641)
72075,Juana Diaz,PR,133.1,56.2 - 146.9 (641)
72077,Juncos,PR,-1,
72079,Lajas,PR,115.5,56.2 - 146.9 (641)
72081,Lares,PR,135.4,56.2 - 146.9 (641)
72083,Las Marias,PR,123.6,56.2 - 146.9 (641)
72085,Las Piedras,PR,-1,
72087,Loiza,PR,102.1,56.2 - 146.9 (641)
72089,Luquillo,PR,103.1,56.2 - 146.9 (641)
72091,Manati,PR,103.6,56.2 - 146.9 (641)
72093,Maricao,PR,120.7,56.2 - 146.9 (641)
72095,Maunabo,PR,138.4,56.2 - 146.9 (641)
72097,Mayaguez,PR,120.5,56.2 - 146.9 (641)
72099,Moca,PR,108.7,56.2 - 146.9 (641)
72101,Morovis,PR,100.6,56.2 - 146.9 (641)
72103,Naguabo,PR,-1,
72105,Naranjito,PR,104.4,56.2 - 146.9 (641)
72107,Orocovis,PR,108.1,56.2 - 146.9 (641)
72109,Patillas,PR,131.1,56.2 - 146.9 (641)
72111,Penuelas,PR,131.9,56.2 - 146.9 (641)
72113,Ponce,PR,-1,
72115,Quebradillas,PR,99,56.2 - 146.9 (641)
72117,Rincon,PR,98,56.2 - 146.9 (641)
72119,Rio Grande,PR,103.3,56.2 - 146.9 (641)
72121,Sabana Grande,PR,117.1,56.2 - 146.9 (641)
72123,Salinas,PR,119.7,56.2 - 146.9 (641)
72125,San German,PR,115.9,56.2 - 146.9 (641)
72127,San Juan,PR,-1,
72129,San Lorenzo,PR,111.2,56.2 - 146.9 (641)
72131,San Sebastian,PR,115.5,56.2 - 146.9 (641)
72133,Santa Isabel,PR,151.3,147 - 169.4 (640)
72135,Toa Alta,PR,95.9,56.2 - 146.9 (641)
72137,Toa Baja,PR,-1,
72139,Trujillo Alto,PR,109.2,56.2 - 146.9 (641)
72141,Utuado,PR,105.4,56.2 - 146.9 (641)
72143,Vega Alta,PR,93.9,56.2 - 146.9 (641)
72145,Vega Baja,PR,100,56.2 - 146.9 (641)
72147,Vieques,PR,112.9,56.2 - 146.9 (641)
72149,Villalba,PR,137.6,56.2 - 146.9 (641)
72151,Yabucoa,PR,-1,
72153,Yauco,PR,130.4,56.2 - 146.9 (641)
