cnty_fips,County,State,Value,theme_range
20197,Wabaunsee,KS,151,147 - 169.4 (640)
20199,Wallace,KS,142.8,56.2 - 146.9 (641)
20201,Washington,KS,146,56.2 - 146.9 (641)
20203,Wichita,KS,160.3,147 - 169.4 (640)
20205,Wilson,KS,200.6,190.4 - 220.8 (640)
20207,Woodson,KS,194.8,190.4 - 220.8 (640)
20209,Wyandotte,KS,170.7,169.5 - 190.3 (639)
21001,Adair,KY,247.3,220.9 - 568.7 (640)
21003,Allen,KY,219.4,190.4 - 220.8 (640)
21005,Anderson,KY,192.7,190.4 - 220.8 (640)
21007,Ballard,KY,216.8,190.4 - 220.8 (640)
21009,Barren,KY,196.4,190.4 - 220.8 (640)
21011,Bath,KY,234.9,220.9 - 568.7 (640)
21013,Bell,KY,304.9,220.9 - 568.7 (640)
21015,Boone,KY,162.1,147 - 169.4 (640)
21017,Bourbon,KY,195.1,190.4 - 220.8 (640)
21019,Boyd,KY,239.5,220.9 - 568.7 (640)
21021,Boyle,KY,173.5,169.5 - 190.3 (639)
21023,Bracken,KY,237.8,220.9 - 568.7 (640)
21025,Breathitt,KY,354.4,220.9 - 568.7 (640)
21027,Breckinridge,KY,195.5,190.4 - 220.8 (640)
21029,Bullitt,KY,165.4,147 - 169.4 (640)
21031,Butler,KY,199.3,190.4 - 220.8 (640)
21033,Caldwell,KY,236.8,220.9 - 568.7 (640)
21035,Calloway,KY,226.8,220.9 - 568.7 (640)
21037,Campbell,KY,175.7,169.5 - 190.3 (639)
21039,Carlisle,KY,211,190.4 - 220.8 (640)
21041,Carroll,KY,220.4,190.4 - 220.8 (640)
21043,Carter,KY,230.8,220.9 - 568.7 (640)
21045,Casey,KY,185.6,169.5 - 190.3 (639)
21047,Christian,KY,193.6,190.4 - 220.8 (640)
21049,Clark,KY,201.4,190.4 - 220.8 (640)
21051,Clay,KY,265.8,220.9 - 568.7 (640)
21053,Clinton,KY,302.4,220.9 - 568.7 (640)
21055,Crittenden,KY,259.6,220.9 - 568.7 (640)
21057,Cumberland,KY,301.1,220.9 - 568.7 (640)
21059,Daviess,KY,174.6,169.5 - 190.3 (639)
21061,Edmonson,KY,191.7,190.4 - 220.8 (640)
21063,Elliott,KY,191.4,190.4 - 220.8 (640)
21065,Estill,KY,268.6,220.9 - 568.7 (640)
21067,Fayette,KY,145,56.2 - 146.9 (641)
21069,Fleming,KY,263.1,220.9 - 568.7 (640)
21071,Floyd,KY,246.3,220.9 - 568.7 (640)
21073,Franklin,KY,172.9,169.5 - 190.3 (639)
21075,Fulton,KY,266.2,220.9 - 568.7 (640)
21077,Gallatin,KY,320.4,220.9 - 568.7 (640)
21079,Garrard,KY,166.1,147 - 169.4 (640)
21081,Grant,KY,254.8,220.9 - 568.7 (640)
21083,Graves,KY,197.5,190.4 - 220.8 (640)
21085,Grayson,KY,201.4,190.4 - 220.8 (640)
21087,Green,KY,235.6,220.9 - 568.7 (640)
21089,Greenup,KY,229.7,220.9 - 568.7 (640)
21091,Hancock,KY,185,169.5 - 190.3 (639)
21093,Hardin,KY,175.2,169.5 - 190.3 (639)
21095,Harlan,KY,273.9,220.9 - 568.7 (640)
21097,Harrison,KY,239.5,220.9 - 568.7 (640)
21099,Hart,KY,214.9,190.4 - 220.8 (640)
21101,Henderson,KY,183.7,169.5 - 190.3 (639)
21103,Henry,KY,210.2,190.4 - 220.8 (640)
21105,Hickman,KY,204.3,190.4 - 220.8 (640)
21107,Hopkins,KY,261,220.9 - 568.7 (640)
21109,Jackson,KY,281.5,220.9 - 568.7 (640)
21111,Jefferson,KY,166,147 - 169.4 (640)
21113,Jessamine,KY,147.3,147 - 169.4 (640)
21115,Johnson,KY,242.7,220.9 - 568.7 (640)
21117,Kenton,KY,186.3,169.5 - 190.3 (639)
21119,Knott,KY,270.5,220.9 - 568.7 (640)
21121,Knox,KY,234,220.9 - 568.7 (640)
21123,Larue,KY,179.9,169.5 - 190.3 (639)
21125,Laurel,KY,218.4,190.4 - 220.8 (640)
21127,Lawrence,KY,252.7,220.9 - 568.7 (640)
21129,Lee,KY,330.3,220.9 - 568.7 (640)
21131,Leslie,KY,283.8,220.9 - 568.7 (640)
21133,Letcher,KY,275.3,220.9 - 568.7 (640)
21135,Lewis,KY,223.1,220.9 - 568.7 (640)
21137,Lincoln,KY,209.9,190.4 - 220.8 (640)
21139,Livingston,KY,237.3,220.9 - 568.7 (640)
21141,Logan,KY,199.5,190.4 - 220.8 (640)
21143,Lyon,KY,241.3,220.9 - 568.7 (640)
21145,McCracken,KY,218.1,190.4 - 220.8 (640)
21147,McCreary,KY,249.6,220.9 - 568.7 (640)
21149,McLean,KY,200.8,190.4 - 220.8 (640)
21151,Madison,KY,187.3,169.5 - 190.3 (639)
21153,Magoffin,KY,259.2,220.9 - 568.7 (640)
21155,Marion,KY,178.6,169.5 - 190.3 (639)
21157,Marshall,KY,233.1,220.9 - 568.7 (640)
21159,Martin,KY,235.5,220.9 - 568.7 (640)
21161,Mason,KY,252.2,220.9 - 568.7 (640)
21163,Meade,KY,191.4,190.4 - 220.8 (640)
21165,Menifee,KY,253.5,220.9 - 568.7 (640)
21167,Mercer,KY,190.7,190.4 - 220.8 (640)
21169,Metcalfe,KY,237.4,220.9 - 568.7 (640)
21171,Monroe,KY,318,220.9 - 568.7 (640)
21173,Montgomery,KY,224,220.9 - 568.7 (640)
21175,Morgan,KY,231.9,220.9 - 568.7 (640)
21177,Muhlenberg,KY,239.9,220.9 - 568.7 (640)
21179,Nelson,KY,172.8,169.5 - 190.3 (639)
21181,Nicholas,KY,237,220.9 - 568.7 (640)
21183,Ohio,KY,201.2,190.4 - 220.8 (640)
21185,Oldham,KY,151.9,147 - 169.4 (640)
21187,Owen,KY,282.2,220.9 - 568.7 (640)
21189,Owsley,KY,338.4,220.9 - 568.7 (640)
21191,Pendleton,KY,200,190.4 - 220.8 (640)
21193,Perry,KY,333.4,220.9 - 568.7 (640)
21195,Pike,KY,250.4,220.9 - 568.7 (640)
21197,Powell,KY,281.4,220.9 - 568.7 (640)
21199,Pulaski,KY,246.8,220.9 - 568.7 (640)
21201,Robertson,KY,265.6,220.9 - 568.7 (640)
21203,Rockcastle,KY,219.1,190.4 - 220.8 (640)
21205,Rowan,KY,215.1,190.4 - 220.8 (640)
21207,Russell,KY,200.1,190.4 - 220.8 (640)
21209,Scott,KY,205.1,190.4 - 220.8 (640)
21211,Shelby,KY,181.7,169.5 - 190.3 (639)
21213,Simpson,KY,228.5,220.9 - 568.7 (640)
21215,Spencer,KY,176.8,169.5 - 190.3 (639)
21217,Taylor,KY,205.1,190.4 - 220.8 (640)
21219,Todd,KY,202,190.4 - 220.8 (640)
21221,Trigg,KY,188.7,169.5 - 190.3 (639)
21223,Trimble,KY,222.4,220.9 - 568.7 (640)
21225,Union,KY,180.9,169.5 - 190.3 (639)
21227,Warren,KY,184.4,169.5 - 190.3 (639)
21229,Washington,KY,182.2,169.5 - 190.3 (639)
21231,Wayne,KY,213.1,190.4 - 220.8 (640)
21233,Webster,KY,218.1,190.4 - 220.8 (640)
21235,Whitley,KY,310,220.9 - 568.7 (640)
21237,Wolfe,KY,343.2,220.9 - 568.7 (640)
21239,Woodford,KY,147.7,147 - 169.4 (640)
22001,Acadia,LA,259.2,220.9 - 568.7 (640)
22003,Allen,LA,206.8,190.4 - 220.8 (640)
22005,Ascension,LA,197.6,190.4 - 220.8 (640)
22007,Assumption,LA,197.8,190.4 - 220.8 (640)
22009,Avoyelles,LA,256.8,220.9 - 568.7 (640)
22011,Beauregard,LA,299.6,220.9 - 568.7 (640)
22013,Bienville,LA,248.9,220.9 - 568.7 (640)
22015,Bossier,LA,205.5,190.4 - 220.8 (640)
22017,Caddo,LA,164.8,147 - 169.4 (640)
22019,Calcasieu,LA,282.1,220.9 - 568.7 (640)
22021,Caldwell,LA,435.3,220.9 - 568.7 (640)
22023,Cameron,LA,264.1,220.9 - 568.7 (640)
22025,Catahoula,LA,343,220.9 - 568.7 (640)
22027,Claiborne,LA,277,220.9 - 568.7 (640)
22029,Concordia,LA,308,220.9 - 568.7 (640)
22031,De Soto,LA,211.4,190.4 - 220.8 (640)
22033,East Baton Rouge,LA,204.3,190.4 - 220.8 (640)
22035,East Carroll,LA,286,220.9 - 568.7 (640)
22037,East Feliciana,LA,272.2,220.9 - 568.7 (640)
22039,Evangeline,LA,219.1,190.4 - 220.8 (640)
22041,Franklin,LA,568.7,220.9 - 568.7 (640)
22043,Grant,LA,228.5,220.9 - 568.7 (640)
22045,Iberia,LA,234.2,220.9 - 568.7 (640)
22047,Iberville,LA,194.1,190.4 - 220.8 (640)
22049,Jackson,LA,225.9,220.9 - 568.7 (640)
22051,Jefferson,LA,176.8,169.5 - 190.3 (639)
22053,Jefferson Davis,LA,272,220.9 - 568.7 (640)
22055,Lafayette,LA,199.7,190.4 - 220.8 (640)
22057,Lafourche,LA,189.4,169.5 - 190.3 (639)
22059,La Salle,LA,178.7,169.5 - 190.3 (639)
22061,Lincoln,LA,131.3,56.2 - 146.9 (641)
22063,Livingston,LA,210.8,190.4 - 220.8 (640)
22065,Madison,LA,339.1,220.9 - 568.7 (640)
22067,Morehouse,LA,258.3,220.9 - 568.7 (640)
22069,Natchitoches,LA,212.3,190.4 - 220.8 (640)
22071,Orleans,LA,196.4,190.4 - 220.8 (640)
22073,Ouachita,LA,184.8,169.5 - 190.3 (639)
22075,Plaquemines,LA,184,169.5 - 190.3 (639)
22077,Pointe Coupee,LA,289.9,220.9 - 568.7 (640)
22079,Rapides,LA,245.9,220.9 - 568.7 (640)
22081,Red River,LA,213.2,190.4 - 220.8 (640)
22083,Richland,LA,289.9,220.9 - 568.7 (640)
22085,Sabine,LA,216.9,190.4 - 220.8 (640)
22087,St. Bernard,LA,197.3,190.4 - 220.8 (640)
22089,St. Charles,LA,190,169.5 - 190.3 (639)
22091,St. Helena,LA,203.3,190.4 - 220.8 (640)
22093,St. James,LA,197.6,190.4 - 220.8 (640)
22095,St. John the Baptist,LA,236.9,220.9 - 568.7 (640)
22097,St. Landry,LA,288.7,220.9 - 568.7 (640)
22099,St. Martin,LA,222.1,220.9 - 568.7 (640)
22101,St. Mary,LA,207,190.4 - 220.8 (640)
22103,St. Tammany,LA,170.5,169.5 - 190.3 (639)
22105,Tangipahoa,LA,210.8,190.4 - 220.8 (640)
22107,Tensas,LA,336.2,220.9 - 568.7 (640)
22109,Terrebonne,LA,212.6,190.4 - 220.8 (640)
22111,Union,LA,253.7,220.9 - 568.7 (640)
22113,Vermilion,LA,285.1,220.9 - 568.7 (640)
22115,Vernon,LA,280.9,220.9 - 568.7 (640)
22117,Washington,LA,253.3,220.9 - 568.7 (640)
22119,Webster,LA,241.2,220.9 - 568.7 (640)
22121,West Baton Rouge,LA,195.2,190.4 - 220.8 (640)
22123,West Carroll,LA,274.5,220.9 - 568.7 (640)
22125,West Feliciana,LA,189.4,169.5 - 190.3 (639)
22127,Winn,LA,267.7,220.9 - 568.7 (640)
23001,Androscoggin,ME,171.4,169.5 - 190.3 (639)
23003,Aroostook,ME,176.2,169.5 - 190.3 (639)
23005,Cumberland,ME,123,56.2 - 146.9 (641)
23007,Franklin,ME,170.9,169.5 - 190.3 (639)
23009,Hancock,ME,168.4,147 - 169.4 (640)
23011,Kennebec,ME,171.6,169.5 - 190.3 (639)
23013,Knox,ME,142.5,56.2 - 146.9 (641)
23015,Lincoln,ME,148.2,147 - 169.4 (640)
23017,Oxford,ME,141.9,56.2 - 146.9 (641)
23019,Penobscot,ME,171.4,169.5 - 190.3 (639)
23021,Piscataquis,ME,175.8,169.5 - 190.3 (639)
23023,Sagadahoc,ME,130.8,56.2 - 146.9 (641)
23025,Somerset,ME,174.7,169.5 - 190.3 (639)
23027,Waldo,ME,173,169.5 - 190.3 (639)
23029,Washington,ME,169.3,147 - 169.4 (640)
23031,York,ME,136.6,56.2 - 146.9 (641)
24001,Allegany,MD,255.8,220.9 - 568.7 (640)
24003,Anne Arundel,MD,161.4,147 - 169.4 (640)
24005,Baltimore,MD,167.5,147 - 169.4 (640)
24009,Calvert,MD,172.2,169.5 - 190.3 (639)
24011,Caroline,MD,184.8,169.5 - 190.3 (639)
24013,Carroll,MD,182.8,169.5 - 190.3 (639)
24015,Cecil,MD,195.7,190.4 - 220.8 (640)
24017,Charles,MD,165,147 - 169.4 (640)
24019,Dorchester,MD,189.7,169.5 - 190.3 (639)
24021,Frederick,MD,169.5,169.5 - 190.3 (639)
24023,Garrett,MD,213.7,190.4 - 220.8 (640)
24025,Harford,MD,168.1,147 - 169.4 (640)
24027,Howard,MD,116.8,56.2 - 146.9 (641)
24029,Kent,MD,162.2,147 - 169.4 (640)
24031,Montgomery,MD,104.2,56.2 - 146.9 (641)
24033,Prince George's,MD,176.8,169.5 - 190.3 (639)
24035,Queen Anne's,MD,163.4,147 - 169.4 (640)
24037,St. Mary's,MD,166,147 - 169.4 (640)
24039,Somerset,MD,299.8,220.9 - 568.7 (640)
24041,Talbot,MD,152.2,147 - 169.4 (640)
24043,Washington,MD,202,190.4 - 220.8 (640)
24045,Wicomico,MD,248.3,220.9 - 568.7 (640)
24047,Worcester,MD,183.3,169.5 - 190.3 (639)
24510,Baltimore City,MD,262.2,220.9 - 568.7 (640)
25001,Barnstable,MA,148.1,147 - 169.4 (640)
25003,Berkshire,MA,155.2,147 - 169.4 (640)
25005,Bristol,MA,156.3,147 - 169.4 (640)
25007,Dukes,MA,142,56.2 - 146.9 (641)
25009,Essex,MA,139.2,56.2 - 146.9 (641)
25011,Franklin,MA,148.7,147 - 169.4 (640)
25013,Hampden,MA,151.9,147 - 169.4 (640)
25015,Hampshire,MA,149.1,147 - 169.4 (640)
25017,Middlesex,MA,121.9,56.2 - 146.9 (641)
25019,Nantucket,MA,140.8,56.2 - 146.9 (641)
25021,Norfolk,MA,133,56.2 - 146.9 (641)
25023,Plymouth,MA,153.5,147 - 169.4 (640)
25025,Suffolk,MA,128,56.2 - 146.9 (641)
25027,Worcester,MA,148.6,147 - 169.4 (640)
26001,Alcona,MI,240.3,220.9 - 568.7 (640)
26003,Alger,MI,171.2,169.5 - 190.3 (639)
26005,Allegan,MI,163.2,147 - 169.4 (640)
26007,Alpena,MI,205.1,190.4 - 220.8 (640)
26009,Antrim,MI,160.6,147 - 169.4 (640)
26011,Arenac,MI,238.9,220.9 - 568.7 (640)
26013,Baraga,MI,194.4,190.4 - 220.8 (640)
26015,Barry,MI,161.1,147 - 169.4 (640)
26017,Bay,MI,248.5,220.9 - 568.7 (640)
26019,Benzie,MI,144.3,56.2 - 146.9 (641)
26021,Berrien,MI,196.1,190.4 - 220.8 (640)
26023,Branch,MI,203.4,190.4 - 220.8 (640)
26025,Calhoun,MI,189.7,169.5 - 190.3 (639)
26027,Cass,MI,185.9,169.5 - 190.3 (639)
26029,Charlevoix,MI,171.4,169.5 - 190.3 (639)
26031,Cheboygan,MI,174.7,169.5 - 190.3 (639)
26033,Chippewa,MI,188.9,169.5 - 190.3 (639)
26035,Clare,MI,244.6,220.9 - 568.7 (640)
26037,Clinton,MI,170.6,169.5 - 190.3 (639)
26039,Crawford,MI,198.9,190.4 - 220.8 (640)
26041,Delta,MI,174.4,169.5 - 190.3 (639)
26043,Dickinson,MI,183.8,169.5 - 190.3 (639)
26045,Eaton,MI,177.4,169.5 - 190.3 (639)
26047,Emmet,MI,173.7,169.5 - 190.3 (639)
26049,Genesee,MI,229.2,220.9 - 568.7 (640)
26051,Gladwin,MI,205.6,190.4 - 220.8 (640)
26053,Gogebic,MI,191,190.4 - 220.8 (640)
26055,Grand Traverse,MI,136.6,56.2 - 146.9 (641)
26057,Gratiot,MI,241.3,220.9 - 568.7 (640)
26059,Hillsdale,MI,209.3,190.4 - 220.8 (640)
26061,Houghton,MI,207.1,190.4 - 220.8 (640)
26063,Huron,MI,225,220.9 - 568.7 (640)
26065,Ingham,MI,189.7,169.5 - 190.3 (639)
26067,Ionia,MI,212.6,190.4 - 220.8 (640)
26069,Iosco,MI,247.9,220.9 - 568.7 (640)
26071,Iron,MI,192.8,190.4 - 220.8 (640)
26073,Isabella,MI,203.9,190.4 - 220.8 (640)
26075,Jackson,MI,196.8,190.4 - 220.8 (640)
26077,Kalamazoo,MI,161.3,147 - 169.4 (640)
26079,Kalkaska,MI,218.7,190.4 - 220.8 (640)
26081,Kent,MI,174,169.5 - 190.3 (639)
26083,Keweenaw,MI,213.5,190.4 - 220.8 (640)
26085,Lake,MI,215.8,190.4 - 220.8 (640)
26087,Lapeer,MI,230.5,220.9 - 568.7 (640)
26089,Leelanau,MI,132.5,56.2 - 146.9 (641)
26091,Lenawee,MI,212.5,190.4 - 220.8 (640)
26093,Livingston,MI,185.7,169.5 - 190.3 (639)
26095,Luce,MI,182,169.5 - 190.3 (639)
26097,Mackinac,MI,184.1,169.5 - 190.3 (639)
26099,Macomb,MI,198.3,190.4 - 220.8 (640)
26101,Manistee,MI,151,147 - 169.4 (640)
26103,Marquette,MI,179.2,169.5 - 190.3 (639)
26105,Mason,MI,176.4,169.5 - 190.3 (639)
26107,Mecosta,MI,222,220.9 - 568.7 (640)
26109,Menominee,MI,179.8,169.5 - 190.3 (639)
26111,Midland,MI,156.5,147 - 169.4 (640)
26113,Missaukee,MI,191.5,190.4 - 220.8 (640)
26115,Monroe,MI,192.3,190.4 - 220.8 (640)
26117,Montcalm,MI,217.5,190.4 - 220.8 (640)
26119,Montmorency,MI,222.6,220.9 - 568.7 (640)
26121,Muskegon,MI,170.6,169.5 - 190.3 (639)
26123,Newaygo,MI,177.2,169.5 - 190.3 (639)
26125,Oakland,MI,178,169.5 - 190.3 (639)
26127,Oceana,MI,185.8,169.5 - 190.3 (639)
26129,Ogemaw,MI,246.3,220.9 - 568.7 (640)
26131,Ontonagon,MI,208.1,190.4 - 220.8 (640)
26133,Osceola,MI,206.2,190.4 - 220.8 (640)
26135,Oscoda,MI,241.8,220.9 - 568.7 (640)
26137,Otsego,MI,178.5,169.5 - 190.3 (639)
26139,Ottawa,MI,134.7,56.2 - 146.9 (641)
26141,Presque Isle,MI,160.2,147 - 169.4 (640)
26143,Roscommon,MI,241.2,220.9 - 568.7 (640)
26145,Saginaw,MI,176,169.5 - 190.3 (639)
26147,St. Clair,MI,234.5,220.9 - 568.7 (640)
26149,St. Joseph,MI,240.7,220.9 - 568.7 (640)
26151,Sanilac,MI,237.7,220.9 - 568.7 (640)
26153,Schoolcraft,MI,170.7,169.5 - 190.3 (639)
26155,Shiawassee,MI,210.6,190.4 - 220.8 (640)
26157,Tuscola,MI,206.3,190.4 - 220.8 (640)
26159,Van Buren,MI,192.7,190.4 - 220.8 (640)
26161,Washtenaw,MI,145.2,56.2 - 146.9 (641)
26163,Wayne,MI,255.7,220.9 - 568.7 (640)
26165,Wexford,MI,201.9,190.4 - 220.8 (640)
27001,Aitkin,MN,130.1,56.2 - 146.9 (641)
27003,Anoka,MN,106.1,56.2 - 146.9 (641)
27005,Becker,MN,138.3,56.2 - 146.9 (641)
27007,Beltrami,MN,123.4,56.2 - 146.9 (641)
27009,Benton,MN,124.5,56.2 - 146.9 (641)
27011,Big Stone,MN,141.3,56.2 - 146.9 (641)
27013,Blue Earth,MN,119.5,56.2 - 146.9 (641)
27015,Brown,MN,136.3,56.2 - 146.9 (641)
27017,Carlton,MN,152.4,147 - 169.4 (640)
27019,Carver,MN,99.4,56.2 - 146.9 (641)
27021,Cass,MN,125.6,56.2 - 146.9 (641)
27023,Chippewa,MN,131.7,56.2 - 146.9 (641)
27025,Chisago,MN,129.1,56.2 - 146.9 (641)
27027,Clay,MN,126.1,56.2 - 146.9 (641)
27029,Clearwater,MN,174.3,169.5 - 190.3 (639)
27031,Cook,MN,119.7,56.2 - 146.9 (641)
27033,Cottonwood,MN,143.3,56.2 - 146.9 (641)
27035,Crow Wing,MN,125.5,56.2 - 146.9 (641)
27037,Dakota,MN,98.1,56.2 - 146.9 (641)
27039,Dodge,MN,152.9,147 - 169.4 (640)
27041,Douglas,MN,130.4,56.2 - 146.9 (641)
27043,Faribault,MN,140.7,56.2 - 146.9 (641)
27045,Fillmore,MN,142.5,56.2 - 146.9 (641)
27047,Freeborn,MN,133.1,56.2 - 146.9 (641)
27049,Goodhue,MN,146.9,56.2 - 146.9 (641)
27051,Grant,MN,146.7,56.2 - 146.9 (641)
27053,Hennepin,MN,100.2,56.2 - 146.9 (641)
27055,Houston,MN,134.6,56.2 - 146.9 (641)
27057,Hubbard,MN,122.5,56.2 - 146.9 (641)
27059,Isanti,MN,113.3,56.2 - 146.9 (641)
27061,Itasca,MN,142.6,56.2 - 146.9 (641)
27063,Jackson,MN,147.2,147 - 169.4 (640)
27065,Kanabec,MN,127,56.2 - 146.9 (641)
27067,Kandiyohi,MN,119.9,56.2 - 146.9 (641)
27069,Kittson,MN,155.5,147 - 169.4 (640)
27071,Koochiching,MN,138.1,56.2 - 146.9 (641)
27073,Lac qui Parle,MN,139.1,56.2 - 146.9 (641)
27075,Lake,MN,135.6,56.2 - 146.9 (641)
27077,Lake of the Woods,MN,135.6,56.2 - 146.9 (641)
27079,Le Sueur,MN,149.5,147 - 169.4 (640)
27081,Lincoln,MN,132.1,56.2 - 146.9 (641)
27083,Lyon,MN,119.5,56.2 - 146.9 (641)
27085,McLeod,MN,127.6,56.2 - 146.9 (641)
27087,Mahnomen,MN,186.4,169.5 - 190.3 (639)
27089,Marshall,MN,139.3,56.2 - 146.9 (641)
27091,Martin,MN,168,147 - 169.4 (640)
27093,Meeker,MN,114.2,56.2 - 146.9 (641)
27095,Mille Lacs,MN,123.9,56.2 - 146.9 (641)
27097,Morrison,MN,125.4,56.2 - 146.9 (641)
27099,Mower,MN,120.8,56.2 - 146.9 (641)
27101,Murray,MN,131,56.2 - 146.9 (641)
27103,Nicollet,MN,123.7,56.2 - 146.9 (641)
27105,Nobles,MN,140,56.2 - 146.9 (641)
27107,Norman,MN,134.1,56.2 - 146.9 (641)
27109,Olmsted,MN,127,56.2 - 146.9 (641)
27111,Otter Tail,MN,148.3,147 - 169.4 (640)
